ID,URL,Language,Country_search,Newspaper,Type_of_newspaper ,Circulation,d,m,yr,Title,ID_Event,Year_event,Location_event,Country_event,Continent,lon,lat,lon2,lat2,lon3,lat3,Species,Genus,Family,Order,Bite,Death,Figure_species,Figure_bite,Expert_arachnologist,Expert_doctor,Expert_others,Sensationalism,Taxonomic_error,Venom_error,Anatomy_error,Photo_error,Quality_check,Contributor,Notes,POS,NEG,NEU
SIN_057,https://www.straitstimes.com/singapore/aloha-poke-maintains-a-hygiene-rating-after-dead-spider-found-in-raw-fish-salad?utm_campaign=Echobox&utm_medium=Social&utm_source=Facebook&xtor=CS1-10&fbclid=IwAR0s7VgfTk20pHNFI9wVUboL80phXEfYliC-MblQPFpDJjxwzcyhZX2ZytI#link_time=1527396897,English,Singapore,The Straits Times,Traditional newspaper,National,27.0,5.0,2018.0,Aloha Poke maintains A hygiene rating after dead spider found in raw fish salad,Katong_Singapore_2018,2018.0,Katong,Singapore,Asia,103.91,1.32,103.9,1.3,103.9,1.3,Gen sp,Unknown,Unknown,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,Tammy Ho Ai Tian,Person in encounter also posted on fb,0.0847457627118644,0.288135593220339,0.6271186440677966
SIN_058,https://www.straitstimes.com/asia/australianz/australian-returns-home-from-holiday-with-spider-in-stomach#xtor=CS1-10,English,Singapore,The Straits Times,Traditional newspaper,National,17.0,10.0,2014.0,Australian returns home from holiday with spider in stomach,Bali_Indonesia_NA,,Bali,Indonesia,Oceania,115.08,-8.29,110.43,-7.42,103.9,1.3,Gen sp,Unknown,Unknown,Araneae,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,yes,Tammy Ho Ai Tian,-,0.06896551724137931,0.29310344827586204,0.6379310344827587
SIN_059,https://www.straitstimes.com/asia/australianz/australian-spider-wins-out-over-deadly-snake?utm_campaign=Echobox&utm_medium=Social&utm_source=Facebook&link_time=1455272328&fbclid=IwAR1_gfQ3cAs7pDBZKA8yOciACVRRAHy-NsRU8GafIu0VNvsC391_hHsESCc#xtor=CS1-10,English,Singapore,The Straits Times,Traditional newspaper,National,12.0,2.0,2016.0,Australian spider wins out over deadly snake,Weethalle_Australia_2016,2016.0,Weethalle,Australia,Oceania,146.57,-33.88,149.12,-35.28,103.9,1.3,Pholcidae,Unknown,Pholcidae,Araneae,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,Tammy Ho Ai Tian,Person in encounter also posted on fb,0.1076923076923077,0.26153846153846155,0.6307692307692307
SIN_060,https://www.straitstimes.com/asia/australianz/boy-10-takes-record-12-vials-of-anti-venom-to-survive-deadly-australian-spider-bite?utm_campaign=Echobox&utm_medium=Social&utm_source=Facebook&xtor=CS1-10&fbclid=IwAR08TFT8SkVAbzQZZ_GtIGaOXcNKIVqxkolG1DOD-og_5cVKV88qLw2bI5E#link_time=1487930514,English,Singapore,The Straits Times,Traditional newspaper,National,24.0,2.0,2017.0,"Boy, 10, takes record 12 vials of anti-venom to survive deadly Australian spider bite",Sydney_Australia_NA,,Sydney,Australia,Oceania,151.15,-33.88,149.12,-35.28,103.9,1.3,Atracidae,Unknown,Atracidae,Araneae,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,yes,Tammy Ho Ai Tian,-,0.06896551724137931,0.3793103448275862,0.5517241379310345
SIN_061,https://www.straitstimes.com/sport/tennis/tennis-nick-kyrgios-warded-over-xmas-after-spider-bite-ahead-of-brisbane-title-defence?utm_medium=Social&utm_campaign=STFB&utm_source=Facebook&fbclid=IwAR11kg3it3j2YPqPUbqqkJANxGdJmqHliuwJUA_5bledcAYCtFyobu-tKm0#Echobox=1545996687,English,Singapore,The Straits Times,Traditional newspaper,National,28.0,12.0,2018.0,Tennis: Nick Kyrgios warded over Xmas after spider bite ahead of Brisbane title defence,Canberra_Australia_2018,2018.0,Canberra,Australia,Oceania,149.13,-35.28,149.12,-35.28,103.9,1.3,Gen sp,Unknown,Unknown,Araneae,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,yes,Tammy Ho Ai Tian,-,0.06349206349206349,0.2857142857142857,0.6507936507936508
SIN_062,https://www.straitstimes.com/world/cockroach-crawls-into-womans-ear-other-cases-of-creepy-crawlies-entering-body-parts,English,Singapore,The Straits Times,Traditional newspaper,National,7.0,5.0,2018.0,Worm found inside womans face: Other cases of creepy crawlies entering body parts (SPIDER BUILDS WEB IN WOMANS EAR),Xiamen_China_2015,2015.0,Xiamen,China,Asia,118.09,24.46,102.9,33.2,103.9,1.3,Gen sp,Unknown,Unknown,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,Tammy Ho Ai Tian,-,0.04040404040404041,0.37373737373737376,0.5858585858585859
SIN_063,https://www.straitstimes.com/asia/australianz/aussie-police-rush-to-scene-of-killing-find-dead-spider,English,Singapore,The Straits Times,Traditional newspaper,National,27.0,11.0,2015.0,"Aussie police rush to scene of killing, find dead spider",Wollstonecraft_Australia_2015,2015.0,Wollstonecraft,Australia,Oceania,151.19,-33.83,149.12,-35.28,103.9,1.3,Gen sp,Unknown,Unknown,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,yes,Tammy Ho Ai Tian,-,0.125,0.375,0.5
SIN_064,https://sg.news.yahoo.com/blogs/daily-buzz/b-c-meteorologist-kristi-gordon-shrieks-giant-camera-140307731.html?fbclid=IwAR1o0ZHygJwX43e8Y4wZI4dG1sbRbKVt6g7dt-ENVGLsquo8ZvDUeW5zzr4,English,Singapore,Yahoo News,Online newspaper,International,24.0,6.0,2013.0,B.C. meteorologist Kristi Gordon shrieks at giant on-camera spider,British Columbia_Canada_2013,2013.0,British Columbia,Canada,N America,-126.55,54.11,-108.98,58.09,103.9,1.3,Gen sp,Unknown,Unknown,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,Tammy Ho Ai Tian,-,0.0,0.1,0.9
SIN_065,https://sg.news.yahoo.com/someone-just-caught-gigantic-spider-worlds-deadly-131326886.html?fbclid=IwAR3r3eByUA3d7pYHLjQ8GFQsBnFAUe2NkmnLnyQYq09tIMaUZWdaEBsN-kk,English,Singapore,Yahoo News,Online newspaper,International,1.0,3.0,2018.0,"Someone just caught this gigantic spider, which is the ‘world’s most deadly’","Somersby, New South Wales_Australia_2018",2018.0,"Somersby, New South Wales",Australia,Oceania,151.28,-33.37,149.12,-35.28,103.9,1.3,Atracidae,Unknown,Atracidae,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,yes,Tammy Ho Ai Tian,-,0.0,0.1,0.9
SIN_066,https://sg.news.yahoo.com/not-incy-wincy-spider-kills-snake-outback-duel-102915878.html?linkId=21235476&fbclid=IwAR3V1oSUVXQEmW-q_okigO4Fw2OIP5tWwo6eOOQ49ekMiq_n_N6Fuxf_9xw,English,Singapore,Yahoo News,Online newspaper,International,12.0,2.0,2016.0,Not so incy wincy: spider kills snake in Outback duel,Weethalle_Australia_2016,2016.0,Weethalle,Australia,Oceania,146.57,-33.88,149.12,-35.28,103.9,1.3,Pholcidae,Unknown,Pholcidae,Araneae,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,Tammy Ho Ai Tian,Person in encounter also posted on fb,0.0,0.1,0.9
SIN_067,https://sg.news.yahoo.com/australian-returns-home-holiday-spider-stomach-001520950.html?linkId=10066963&fbclid=IwAR1kB5m-MkWaGDTrRD_XhRSoWyyMMlL_cRzd64DKbtsM2exFRVu8JCr0hDg,English,Singapore,Yahoo News,Online newspaper,International,17.0,10.0,2014.0,Australian returns home from holiday with spider in stomach,Bali_Indonesia_NA,,Bali,Indonesia,Oceania,115.08,-8.29,110.43,-7.42,103.9,1.3,Gen sp,Unknown,Unknown,Araneae,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,yes,Tammy Ho Ai Tian,Person in encounter also posted on fb,0.0,0.1,0.9
SIN_068,https://sg.news.yahoo.com/recluse-spider-bite-eats-hole-young-womans-ear-125118696.html?fbclid=IwAR1164LfalXMVPPWNPRuSXUpbVFxf2_eVzH6_KIOQg-bVAMimO9sQxYgt3o,English,Singapore,Yahoo News,Online newspaper,International,18.0,11.0,2013.0,Recluse Spider Bite Eats Hole in Young Womans Ear,NA_Italy_2013,2013.0,,Italy,Europe,,,12.5,41.89,103.9,1.3,Loxosceles rufescens,Loxosceles,Sicariidae,Araneae,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,yes,Tammy Ho Ai Tian,-,0.0,0.1,0.9
SIN_069,https://sg.news.yahoo.com/apos-dinner-plate-apos-sized-222722588.html?fbclid=IwAR1NxEV1pJxDhf5_QbZUOvail9apq-kTDrU9TZjw3umaur_7zh5cDIq_nFU&fbclid=IwAR3IeAn_HnxRw11VV3bOtixrKgixmL0ifd8a-MKVuZIqW76u8q3mh6Tb_u8,English,Singapore,Yahoo News,Online newspaper,International,2.0,3.0,2019.0,Dinner Plate-Sized Spider Seen Dragging Off Opossum For Furry Meal,Amazon Rainforest_Brazil_2019,2019.0,Amazon Rainforest,Brazil,S America,-64.86,-5.55,-47.91,-15.78,103.9,1.3,Theraphosidae,Unknown,Theraphosidae,Araneae,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,Tammy Ho Ai Tian,-,0.0,0.1,0.9
SIN_070,https://sg.news.yahoo.com/woman-leg-amputated-reported-spider-bite-know-common-summer-problem-gets-serious-192527906.html,English,Singapore,Yahoo News,Online newspaper,International,19.0,7.0,2018.0,Spider bites: What you need to know after two women have life-threatening experiences,Arkansas_USA_2018,2018.0,Arkansas,USA,N America,92.12,34.48,-102.98,38.2,103.9,1.3,Loxosceles reclusa,Loxosceles,Sicariidae,Araneae,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,Tammy Ho Ai Tian,-,0.0,0.1,0.9
SIN_071,https://sg.news.yahoo.com/woman-leg-amputated-reported-spider-bite-know-common-summer-problem-gets-serious-192527906.html,English,Singapore,Yahoo News,Online newspaper,International,19.0,7.0,2018.0,Spider bites: What you need to know after two women have life-threatening experiences,Kansas City_USA_2018,2018.0,Kansas City,USA,N America,-94.57,39.08,-102.98,38.2,103.9,1.3,Loxosceles reclusa,Loxosceles,Sicariidae,Araneae,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,Tammy Ho Ai Tian,-,0.0,0.1,0.9
SIN_072,https://sg.news.yahoo.com/aussie-police-rush-scene-killing-dead-spider-032825304.html?linkId=19099254&fbclid=IwAR0XBDqT3UHC54_rmlgZd0lCXDbCrR9LwRRzYmkLz0lcCtsrvTHTTX5XUNw,English,Singapore,Yahoo News,Online newspaper,International,27.0,11.0,2015.0,"Aussie police rush to scene of killing, find dead spider",Wollstonecraft_Australia_2015,2015.0,Wollstonecraft,Australia,Oceania,151.19,-33.83,149.12,-35.28,103.9,1.3,Gen sp,Unknown,Unknown,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,yes,Tammy Ho Ai Tian,-,0.0,0.1,0.9
SIN_073,https://sg.news.yahoo.com/thousands-venomous-spiders-invade-australian-105840833.html?linkId=15111684&fbclid=IwAR03HR-mKu3nNSwCXSlxv6h-qLWovwVcPJCJ0Y5lVfQnjAbWqfuIObw8FIc,English,Singapore,Yahoo News,Online newspaper,International,24.0,6.0,2015.0,Thousands Of Venomous Spiders Invade Australian Town,"Maningrida, Northern Territory_Australia_NA",,"Maningrida, Northern Territory",Australia,Oceania,134.23,-12.05,149.12,-35.28,103.9,1.3,Theraphosidae,Unknown,Theraphosidae,Araneae,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,yes,Tammy Ho Ai Tian,-,0.0,0.1,0.9
SIN_074,https://sg.news.yahoo.com/spider-ear-nest-092129193.html?fbclid=IwAR09DghqpYlwBG_ttM3C75DUxvsaU7cXm1y6al6BkIBHzTRAWKOYkiQyjSM,English,Singapore,Yahoo News,Online newspaper,International,14.0,5.0,2019.0,"Oh God No, Please No: This Guy’s Ear ‘Itch’ Was Caused By A Spider Making A Nest",Jiangsu_China_2019,2019.0,Jiangsu,China,Asia,120.04,32.99,102.9,33.2,103.9,1.3,Gen sp,Unknown,Unknown,Araneae,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,yes,Tammy Ho Ai Tian,-,0.0,0.1,0.9
SIN_075,https://sg.news.yahoo.com/police-called-man-heard-shouting-004214403.html?fbclid=IwAR3YNrQwxo14n3KwhGDxb1H24ikECePz4pfgr0jBi3d4fSYy991FRSvg_lc,English,Singapore,Yahoo News,Online newspaper,International,3.0,1.0,2019.0,Police called after man heard shouting death threats ... at a spider,Perth_Australia_2019,2019.0,Perth,Australia,Oceania,115.85,-31.96,149.12,-35.28,103.9,1.3,Gen sp,Unknown,Unknown,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,yes,Tammy Ho Ai Tian,-,0.0,0.1,0.9
SIN_076,https://sg.news.yahoo.com/aloha-poke-apologises-customer-finds-dead-spider-food-report-061452628.html,English,Singapore,Yahoo News,Online newspaper,International,14.0,5.0,2018.0,Aloha Poke apologises after customer finds dead spider in food: report,Katong_Singapore_2018,2018.0,Katong,Singapore,Asia,103.91,1.32,103.9,1.3,103.9,1.3,Gen sp,Unknown,Unknown,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,Tammy Ho Ai Tian,Person in encounter also posted on fb,0.0,0.1,0.9
US_0001,https://www.nbclosangeles.com/news/local/spider-bite-may-have-contributed-to-13-year-olds-death/2101073/,English,USA,NBC Los Angeles,Online newspaper,Regional,21.0,6.0,2010.0,Coroner: Spider Bite Did Not Kill Teen,"Pomona, California_USA_2010",2010.0,"Pomona, California",USA,N America,-117.8,34.07,-102.98,38.2,-102.98,38.2,Gen sp,Unknown,Unknown,Araneae,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,yes,Angela Chuang,"Clarified that it was a staph infection, not a spider bite",0.012658227848101266,0.08860759493670886,0.8987341772151899
US_0002,https://abcnews.go.com/Health/toxic-spider-bites-woman-breast-amputated-infection/story?id=10712744,English,USA,ABC News,Traditional newspaper,International,21.0,5.0,2010.0,Toxic Spider Bite Causes Woman to Lose Breast,"Atlanta, Georgia_USA_2010",2010.0,"Atlanta, Georgia",USA,N America,-84.56,33.77,-102.98,38.2,-102.98,38.2,Loxosceles reclusa,Loxosceles,Sicariidae,Araneae,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,yes,Angela Chuang,chief of pharmacology and toxicology,0.0,0.45714285714285713,0.5428571428571428
US_0003,https://www.sciencedaily.com/releases/2010/02/100226211648.htm,English,USA,Science Daily,Online newspaper,National,28.0,2.0,2010.0,Brown recluse spider is sometimes to blame when anemia strikes,"Memphis, Tennessee_USA_2010",2010.0,"Memphis, Tennessee",USA,N America,-90.53,35.13,-102.98,38.2,-102.98,38.2,Loxosceles reclusa,Loxosceles,Sicariidae,Araneae,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,yes,Angela Chuang,Reported from academic article published in The Journal of Pediatrics,0.02247191011235955,0.14606741573033707,0.8314606741573034
US_0004,https://www.tmz.com/2010/08/25/chyna-spider-bite-wwe-infection-pictures/,English,USA,TMZ,Traditional newspaper,International,26.0,8.0,2010.0,Chyna -- Bugging Out Over Nasty Insect Bite,"Los Angeles, California_USA_2010",2010.0,"Los Angeles, California",USA,N America,-118.69,34.02,-102.98,38.2,-102.98,38.2,Gen sp,Unknown,Unknown,Araneae,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,yes,Angela Chuang,Celebrity,0.0,0.35,0.65
US_0005,https://www.foxnews.com/story/man-22-suffers-poisonous-spider-bite-to-the-genitals,English,USA,The Sun,Traditional newspaper,International,14.0,5.0,2010.0,"Man, 22, Suffers Poisonous Spider Bite to the Genitals",Northland Beach_New Zealand_2010,2010.0,Northland Beach,New Zealand,Oceania,174.36,-35.77,170.15,-43.97,-102.98,38.2,Latrodectus katipo,Latrodectus,Theridiidae,Araneae,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,yes,Angela Chuang, A tourist is lucky to be alive after a deadly spider bit him on the penis.,0.02,0.28,0.7
US_0006,https://www.tmz.com/2010/11/15/angelina-pivarnick-rap-song-jersey-shore-andy-stein-producer-official-release-im-hot/,English,USA,TMZ,Traditional newspaper,International,15.0,11.0,2010.0,Angelinas Spider Bite -- The Puffy-Faced Evidence,NA_USA_2010,2010.0,,USA,N America,,,-102.98,38.2,-102.98,38.2,Gen sp,Unknown,Unknown,Araneae,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,yes,Angela Chuang,Celebrity,0.0,0.05555555555555555,0.9444444444444444
US_0007,https://www.foxnews.com/science/new-york-apartment-overrun-by-venomous-spiders,English,USA,Fox News,Traditional newspaper,International,29.0,9.0,2010.0,New York Apartment Overrun by Venomous Spiders,"Manhattan, New York City_USA_2010",2010.0,"Manhattan, New York City",USA,N America,-74.04,40.76,-102.98,38.2,-102.98,38.2,Loxosceles reclusa,Loxosceles,Sicariidae,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,yes,Angela Chuang,-,0.041666666666666664,0.22916666666666666,0.7291666666666666
US_0008,https://bleacherreport.com/articles/468375-chyna-hospitalized-recapping-the-former-wwe-stars-bizarre-year,English,USA,Bleach Report,Online newspaper,National,20.0,9.0,2010.0,Chyna Hospitalized: Recapping Former WWE Stars Bizarre Year,"Los Angeles, California_USA_2010",2010.0,"Los Angeles, California",USA,N America,-118.69,34.02,-102.98,38.2,-102.98,38.2,Gen sp,Unknown,Unknown,Araneae,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,yes,Angela Chuang,Celebrity,0.041666666666666664,0.4166666666666667,0.5416666666666666
US_0009,https://www.spokesman.com/stories/2010/may/13/fishing-for-love/,English,USA,The Spokesman Review,Traditional newspaper,Regional,13.0,5.0,2010.0,Spokane Valley-reared fishing guide in love with Alaska,"Kenai river, Alaska_USA_2009",2009.0,"Kenai river, Alaska",USA,N America,-151.29,60.54,-102.98,38.2,-102.98,38.2,Loxosceles reclusa,Loxosceles,Sicariidae,Araneae,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,yes,Angela Chuang,Unlikely to get a brown recluse bite in Alaska,0.14,0.12,0.74
US_0010,https://www.richmondregister.com/news/local_news/witnesses-contradict-mcqueen-s-testimony/article_2e9984b3-0e5d-58cc-9fbc-e7c9169ecdaf.html,English,USA,Richmond Register,Traditional newspaper,Regional,26.0,3.0,2010.0,Witnesses contradict McQueen’s testimony,"Richmond, Kentucky_USA_2009",2009.0,"Richmond, Kentucky",USA,N America,-84.36,37.71,-102.98,38.2,-102.98,38.2,Gen sp,Unknown,Unknown,Araneae,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,yes,Angela Chuang,Neal also said she had been hospitalized recently for a spider bite and not for an infection caused by intravenous drug use Not the main point of the article,0.17647058823529413,0.058823529411764705,0.7647058823529411
US_0011,http://www.digitaljournal.com/article/292056,English,USA,Digital Journal,Magazine,International,15.0,5.0,2010.0,Katipo spider bites sunbathing tourist’s penis,Northland Beach_New Zealand_2010,2010.0,Northland Beach,New Zealand,Oceania,174.36,-35.77,170.15,-43.97,-102.98,38.2,Latrodectus katipo,Latrodectus,Theridiidae,Araneae,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,Angela Chuang,-,0.125,0.125,0.75
US_0012,https://www.dailymail.co.uk/news/article-2017600/Man-dies-weeks-bitten-19-times-black-widow-spider.html,English,USA,Daily Mail,Traditional newspaper,International,22.0,7.0,2011.0,Former Mets baseball draft dies two weeks after being bitten 19 times by black widow spider ,"Erie, Colorado_USA_2011",2011.0,"Erie, Colorado",USA,N America,-105.11,40.05,-102.98,38.2,-102.98,38.2,Latrodectus sp,Latrodectus,Theridiidae,Araneae,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,yes,Angela Chuang,Celebrity,0.020202020202020204,0.36363636363636365,0.5757575757575758
US_0013,https://www.foxnews.com/science/deadly-spider-invades-german-supermarket-shuts-down-store,English,USA,Fox News,Traditional newspaper,International,11.0,7.0,2011.0,"Deadly Spider Invades German Supermarket, Shuts Down Store",Bexbach_Germany_2011,2011.0,Bexbach,Germany,Europe,7.25,49.34,13.38,52.51,-102.98,38.2,Phoneutria sp,Phoneutria,Ctenidae,Araneae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,yes,Angela Chuang,Finding a Brazilian wandering spider in the store,0.05,0.325,0.625
US_0014,https://www.foxnews.com/science/man-possibly-killed-by-19-black-widow-spider-bites,English,USA,Fox News,Traditional newspaper,International,22.0,7.0,2011.0,Man Possibly Killed by 19 Black Widow Spider Bites,"Erie, Colorado_USA_2011",2011.0,"Erie, Colorado",USA,N America,-105.11,40.05,-102.98,38.2,-102.98,38.2,Latrodectus sp,Latrodectus,Theridiidae,Araneae,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,yes,Angela Chuang,Celebrity,0.05,0.25,0.7
US_0015,https://loudwire.com/slayer-guitarist-jeff-hanneman-spider-bite-nearly-killed-me/,English,USA,Loudwire,Magazine,National,16.0,12.0,2011.0,Slayer Guitarist Jeff Hanneman: Spider Bite Nearly Killed Me,"Los Angeles, California_USA_2011",2011.0,"Los Angeles, California",USA,N America,-118.69,34.02,-102.98,38.2,-102.98,38.2,Gen sp,Unknown,Unknown,Araneae,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,yes,Angela Chuang,Celebrity,0.03225806451612903,0.12903225806451613,0.8387096774193549
US_0016,https://www1.cbn.com/700club/paulas-deadly-spider-bite,English,USA,CBN,Magazine,National,21.0,5.0,2011.0,Paulas Deadly Spider Bite,"McBee, South Carolina_USA_2011",2011.0,"McBee, South Carolina",USA,N America,-80.28,34.47,-102.98,38.2,-102.98,38.2,Loxosceles reclusa,Loxosceles,Sicariidae,Araneae,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,yes,Angela Chuang,-,0.13592233009708737,0.1941747572815534,0.6699029126213593
US_0017,https://www.nydailynews.com/news/world/not-sausage-new-zealand-man-shocked-poisonous-spider-appears-pizza-box-article-1.147177,English,USA,NY Daily News,Traditional newspaper,National,30.0,5.0,2011.0,Thats not sausage ... New Zealand man shocked when poisonous spider appears in pizza box,NA_New Zealand_2011,2011.0,,New Zealand,Oceania,,,170.15,-43.97,-102.98,38.2,Lampona sp,Lampona,Lamponidae,Araneae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,yes,Angela Chuang,-,0.0,0.16666666666666666,0.8333333333333334
US_0018,https://www.reuters.com/article/us-humangenome-lupus-patients/new-lupus-drug-may-end-treatment-nightmare-for-some-idUSTRE72942K20110310,English,USA,Reuters,Traditional newspaper,National,10.0,3.0,2011.0,New lupus drug may end treatment nightmare for some,"Poughkeepsie, New York_USA_2004",2004.0,"Poughkeepsie, New York",USA,N America,-73.95,41.69,-102.98,38.2,-102.98,38.2,Gen sp,Unknown,Unknown,Araneae,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,yes,Angela Chuang,-,0.0,0.0,1.0
US_0019,https://www.baltimoresun.com/obituaries/bs-md-ob-matthew-azola-20110805-story.html,English,USA,Baltimore Sun,Traditional newspaper,National,6.0,8.0,2011.0,"Matthew ""Mat"" Azola, master carpenter, dies","Ramona, California_USA_2011",2011.0,"Ramona, California",USA,N America,-116.9,33.03,-102.98,38.2,-102.98,38.2,Latrodectus sp,Latrodectus,Theridiidae,Araneae,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,yes,Angela Chuang,-,0.24175824175824176,0.0989010989010989,0.6593406593406593
US_0020,https://www.mlive.com/news/flint/2011/08/professor_says_brown_recluse_s.html,English,USA,M Live,Traditional newspaper,Regional,13.0,8.0,2011.0,Professor says brown recluse spiders found in Flint are no cause for panic,"Flint, Michigan_USA_2011",2011.0,"Flint, Michigan",USA,N America,-83.77,43.01,-102.98,38.2,-102.98,38.2,Loxosceles reclusa,Loxosceles,Sicariidae,Araneae,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,yes,Angela Chuang,-,0.03389830508474576,0.11864406779661017,0.847457627118644
US_0021,https://www.westword.com/news/bug-bedlam-denvers-bedbug-infestation-one-of-the-worst-in-the-us-5111896,English,USA,Westword,Magazine,Regional,1.0,3.0,2011.0,Bug Bedlam! Denvers bedbug infestation one of the worst in the U.S.,Arkansas_USA_1990,1990.0,Arkansas,USA,N America,92.12,34.48,-102.98,38.2,-102.98,38.2,Loxosceles reclusa,Loxosceles,Sicariidae,Araneae,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,yes,Angela Chuang,Year is 1980s-1990s,0.04411764705882353,0.2529411764705882,0.7029411764705882
US_0022,https://www.dailycamera.com/2011/09/29/coroner-jeff-seale-former-fairview-high-baseball-star-died-of-natural-causes/,English,USA,Daily Camera,Traditional newspaper,Regional,29.0,9.0,2011.0,"Coroner: Jeff Seale, former Fairview High baseball star, died of natural causes","Erie, Colorado_USA_2011",2011.0,"Erie, Colorado",USA,N America,-105.11,40.05,-102.98,38.2,-102.98,38.2,Latrodectus sp,Latrodectus,Theridiidae,Araneae,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,yes,Angela Chuang,Celebrity,0.05405405405405406,0.0,0.918918918918919
US_0023,https://www.nytimes.com/2011/05/27/sports/autoracing/mysterious-illness-slows-trevor-bayne-up-and-coming-driver.html,English,USA,The New York Times,Traditional newspaper,International,26.0,5.0,2011.0,Mysterious Illness Slows Up-and-Coming Driver,"Charlotte, North Carolina_USA_2011",2011.0,"Charlotte, North Carolina",USA,N America,-80.98,35.2,-102.98,38.2,-102.98,38.2,Gen sp,Unknown,Unknown,Araneae,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,yes,Angela Chuang,Celebrity,0.18181818181818182,0.18181818181818182,0.6363636363636364
US_0024,https://www.mnn.com/health/fitness-well-being/blogs/slayer-guitarist-contracts-flesh-eating-disease,English,USA,Mother Nature Network,Magazine,National,15.0,2.0,2011.0,Slayer guitarist contracts flesh-eating disease,"Los Angeles, California_USA_2011",2011.0,"Los Angeles, California",USA,N America,-118.69,34.02,-102.98,38.2,-102.98,38.2,Gen sp,Unknown,Unknown,Araneae,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,yes,Angela Chuang,Celebrity,0.23529411764705882,0.058823529411764705,0.7058823529411765
